# Generated by plot_tbld_pj.py 
# Description:
#   MWR time depdent, T^2_b
# Using:
#   mwr_zonal_average.txt
#   ch1_gfilter.txt
#   ch2_gfilter.txt
#   ch3_gfilter.txt
#   ch4_gfilter.txt
#   ch5_gfilter.txt
#   ch6_gfilter.txt

# CH1 Time dependent Tb (K)
#    PCLAT      PJ01      PJ03      PJ04      PJ05      PJ06      PJ07      PJ08      PJ09      PJ12
    -58.16      0.01      0.20      0.05     -0.27     -0.07      0.15      0.15     -0.27      0.10
     -57.4      0.08      0.15      0.09     -0.29     -0.06      0.12      0.15     -0.28      0.09
    -56.64      0.11      0.12      0.10     -0.31     -0.05      0.08      0.15     -0.21      0.08
    -55.87      0.09      0.11      0.07     -0.32     -0.02      0.04      0.15     -0.13      0.09
    -55.11      0.07      0.12     -0.03     -0.34     -0.01      0.01      0.15     -0.02      0.07
    -54.34      0.09      0.17     -0.16     -0.39      0.01      0.01      0.14      0.03      0.06
    -53.57      0.16      0.20     -0.28     -0.46     -0.02      0.02      0.12      0.06      0.04
     -52.8      0.25      0.20     -0.33     -0.53     -0.02      0.06      0.09      0.02      0.03
    -52.03      0.31      0.17     -0.30     -0.55     -0.04      0.13      0.07     -0.04      0.02
    -51.26      0.29      0.12     -0.21     -0.51     -0.04      0.19      0.06     -0.10      0.03
    -50.48      0.18      0.10     -0.10     -0.39     -0.06      0.23      0.06     -0.15      0.05
     -49.7      0.05      0.07     -0.04     -0.23     -0.09      0.24      0.06     -0.15      0.06
    -48.92     -0.03      0.07     -0.05     -0.09     -0.12      0.26      0.06     -0.15      0.06
    -48.14     -0.03      0.07     -0.11      0.01     -0.15      0.28      0.04     -0.16      0.06
    -47.36      0.03      0.07     -0.13      0.00     -0.16      0.32      0.01     -0.16      0.08
    -46.57      0.11      0.07     -0.11     -0.10     -0.15      0.38     -0.04     -0.18      0.11
    -45.78      0.16      0.04     -0.02     -0.27     -0.15      0.39     -0.10     -0.15      0.14
    -44.99      0.22      0.01      0.07     -0.43     -0.16      0.34     -0.15     -0.11      0.13
     -44.2      0.27     -0.03      0.12     -0.53     -0.22      0.22     -0.19     -0.03      0.08
    -43.41      0.33     -0.06      0.11     -0.59     -0.22      0.07     -0.20      0.00     -0.00
    -42.61      0.34     -0.11      0.09     -0.63     -0.16     -0.07     -0.20     -0.05     -0.05
    -41.81      0.27     -0.11      0.10     -0.66      0.02     -0.19     -0.15     -0.17     -0.02
    -41.01      0.18     -0.06      0.18     -0.60      0.18     -0.26     -0.09     -0.27      0.05
    -40.23      0.11      0.02      0.27     -0.45      0.24     -0.27     -0.00     -0.24      0.06
    -39.45      0.08      0.06      0.20     -0.23      0.20     -0.19      0.09     -0.06     -0.03
    -38.68      0.05     -0.01     -0.09     -0.03      0.07     -0.10      0.16      0.15     -0.18
    -37.92      0.01     -0.14     -0.41      0.11     -0.03      0.00      0.23      0.30     -0.26
    -37.17      0.00     -0.26     -0.55      0.16     -0.10      0.08      0.23      0.30     -0.25
    -36.42      0.04     -0.27     -0.45      0.19     -0.16      0.19      0.18      0.24     -0.21
    -35.69      0.08     -0.18     -0.28      0.17     -0.19      0.32      0.01      0.20     -0.24
    -34.95      0.06     -0.09     -0.08      0.10     -0.23      0.44     -0.22      0.30     -0.30
    -34.23      0.03     -0.11      0.06     -0.05     -0.21      0.48     -0.47      0.42     -0.29
    -33.51      0.06     -0.27      0.15     -0.17     -0.16      0.41     -0.68      0.46     -0.16
     -32.8      0.12     -0.52      0.14     -0.15     -0.04      0.31     -0.75      0.32      0.00
    -32.09      0.11     -0.75      0.14      0.00      0.15      0.21     -0.67      0.10      0.09
    -31.39      0.03     -0.84      0.19      0.13      0.32      0.10     -0.50     -0.01      0.12
    -30.69      0.00     -0.77      0.30      0.07      0.39     -0.02     -0.39     -0.00      0.15
     -30.0      0.07     -0.59      0.35     -0.09      0.32     -0.08     -0.42      0.09      0.23
    -29.31      0.11     -0.42      0.32     -0.19      0.20     -0.03     -0.58      0.15      0.27
    -28.63      0.05     -0.29      0.24     -0.17      0.11      0.04     -0.76      0.20      0.18
    -27.95     -0.01     -0.11      0.15     -0.13      0.05      0.04     -0.86      0.21      0.04
    -27.28      0.02      0.14      0.15     -0.12      0.03     -0.04     -0.80      0.18     -0.03
    -26.61     -0.00      0.37      0.19     -0.10     -0.00     -0.12     -0.62      0.13     -0.03
    -25.94     -0.04      0.47      0.25     -0.08     -0.05     -0.15     -0.39      0.09     -0.05
    -25.28     -0.03      0.40      0.18     -0.03     -0.08     -0.15     -0.18      0.07     -0.14
    -24.62      0.01      0.29      0.07      0.09     -0.00     -0.23     -0.11      0.02     -0.17
    -23.97      0.00      0.15      0.00      0.22      0.11     -0.41     -0.14     -0.08     -0.09
    -23.32      0.02      0.06     -0.01      0.23      0.14     -0.58     -0.25     -0.08     -0.01
    -22.67      0.16     -0.01     -0.04      0.18      0.10     -0.55     -0.34      0.07     -0.04
    -22.02      0.29     -0.06     -0.04      0.15      0.07     -0.34     -0.42      0.22     -0.11
    -21.38      0.24     -0.14      0.05      0.13      0.13     -0.15     -0.42      0.20     -0.11
    -20.74      0.13     -0.23      0.15      0.14      0.19     -0.07     -0.33      0.10     -0.05
    -20.11      0.14     -0.24      0.15      0.11      0.16     -0.10     -0.14      0.07      0.02
    -19.47      0.29     -0.14      0.11      0.10     -0.01     -0.20      0.05      0.08      0.09
    -18.84      0.53     -0.01      0.22      0.07     -0.22     -0.35      0.13      0.03      0.14
    -18.21      0.62      0.10      0.30     -0.00     -0.30     -0.50      0.02     -0.07      0.17
    -17.58      0.50      0.16      0.21     -0.05     -0.15     -0.48     -0.19     -0.07      0.17
    -16.96      0.17      0.18      0.03     -0.11      0.10     -0.14     -0.33      0.00      0.16
    -16.33     -0.10      0.22      0.02     -0.14      0.15      0.48     -0.30      0.05      0.16
    -15.71     -0.13      0.36      0.09     -0.15     -0.04      1.02     -0.11      0.00      0.16
    -15.09      0.04      0.54     -0.02     -0.15     -0.25      1.13      0.13     -0.04      0.09
    -14.48      0.15      0.57     -0.21     -0.15     -0.24      0.76      0.26     -0.07     -0.03
    -13.86      0.09      0.41     -0.15     -0.09     -0.09      0.15      0.26     -0.06     -0.11
    -13.25      0.05      0.25      0.32     -0.01     -0.02     -0.21      0.13     -0.05     -0.13
    -12.64     -0.02      0.20      0.98      0.05     -0.12     -0.05      0.03     -0.04     -0.09
    -12.02     -0.10      0.15      1.47     -0.05     -0.25      0.34      0.01     -0.02      0.01
    -11.42     -0.17      0.11      1.73     -0.02     -0.23      0.50      0.08     -0.08      0.05
    -10.81     -0.21      0.07      1.75      0.06     -0.14      0.32      0.11     -0.19      0.06
     -10.2     -0.09      0.04      1.51      0.15      0.01      0.16     -0.03     -0.31      0.12
     -9.59      0.08     -0.03      0.94      0.09     -0.00      0.22     -0.42     -0.22      0.22
     -8.99      0.19      0.00      0.35     -0.02     -0.03      0.11     -0.93      0.03      0.06
     -8.39      0.08      0.22      0.04      0.10      0.43     -0.06     -1.08      0.23     -0.28
     -7.78     -0.05      0.30     -0.12      0.13      1.07     -0.25     -0.80      0.29     -0.43
     -7.18     -0.15      0.22     -0.06      0.09      1.09     -0.10     -0.40      0.29     -0.26
     -6.58     -0.11      0.12      0.01     -0.07      0.42      0.10     -0.18      0.26     -0.07
     -5.98     -0.14      0.21      0.12     -0.12     -0.12      0.09     -0.21      0.19     -0.02
     -5.38     -0.04      0.24     -0.06     -0.08      0.01     -0.02     -0.20      0.14     -0.02
     -4.78     -0.02      0.11     -0.20      0.00      0.23     -0.03     -0.15      0.16      0.07
     -4.18     -0.05     -0.06     -0.10     -0.03      0.18      0.01     -0.05      0.23      0.04
     -3.58     -0.11     -0.08      0.03     -0.06      0.09      0.12      0.10      0.12      0.01
     -2.99     -0.05     -0.08     -0.01     -0.05      0.12     -0.00      0.20     -0.03     -0.03
     -2.39     -0.00     -0.05     -0.04     -0.02      0.15      0.07      0.18     -0.17     -0.13
     -1.79      0.02      0.08      0.09      0.01      0.35     -0.00     -0.00     -0.13     -0.21
     -1.19      0.05      0.20      0.23     -0.06      0.23      0.01     -0.11     -0.07     -0.25
      -0.6      0.05      0.14      0.19     -0.08      0.05      0.11     -0.04     -0.09     -0.19
       0.0      0.34     -0.12      0.05     -0.08     -0.10      0.20      0.10     -0.10     -0.02
       0.6      0.39     -0.24      0.01      0.06      0.04      0.19      0.00     -0.08      0.03
      1.19      0.39     -0.23     -0.03      0.06      0.17      0.00     -0.33     -0.04      0.17
      1.79      0.16     -0.01      0.03      0.05      0.13     -0.06     -0.55     -0.02      0.14
      2.39      0.16      0.18     -0.06     -0.19      0.03     -0.09     -0.55      0.02      0.18
      2.99      0.22      0.56     -0.07     -0.11      0.06     -0.11     -0.31      0.14      0.14
      3.58      0.23      0.94     -0.21     -0.07      0.03     -0.16     -0.05      0.14      0.14
      4.18      0.09      1.11     -0.14     -0.04     -0.04     -0.27      0.14      0.21      0.09
      4.78      0.09      0.97      0.02     -0.08      0.01     -0.22      0.14      0.22      0.17
      5.38      0.01      0.58      0.12     -0.03     -0.02     -0.23     -0.08      0.26      0.18
      5.98     -0.07      0.16      0.14      0.08      0.06     -0.07     -0.41      0.27      0.17
      6.58     -0.20      0.05      0.27     -0.04      0.04     -0.18     -0.43      0.21     -0.06
      7.18     -0.14      0.24      0.61     -0.19      0.04     -0.27     -0.00      0.03     -0.20
      7.78     -0.16      0.39      0.55     -0.46      0.18     -0.22      0.76     -0.07     -0.55
      8.39     -0.21      0.43      0.11     -0.54     -0.36      0.02      1.21     -0.04     -0.64
      8.99     -0.31      0.26     -0.27     -0.35     -0.19      0.29      1.42      0.00     -0.54
      9.59     -0.02      0.09     -0.15     -0.05     -0.48      0.27      1.11     -0.22     -0.30
      10.2      0.11     -0.12      0.15      0.36      0.20     -0.03      0.91     -0.35     -0.04
     10.81      0.11     -0.37     -0.04      0.29      0.10     -0.01      0.50     -0.24     -0.06
     11.42     -0.07     -0.42     -0.02      0.37      0.44      0.04      0.17     -0.01     -0.00
     12.02     -0.10     -0.48      0.17      0.35      0.33      0.27     -0.17      0.10     -0.05
     12.64     -0.13     -0.46      0.33      0.40      0.38      0.42     -0.37      0.21     -0.05
     13.25     -0.13     -0.35      0.27      0.19      0.26      0.40     -0.36      0.24     -0.02
     13.86     -0.08     -0.27     -0.05      0.02      0.11      0.54     -0.21      0.24      0.00
     14.48     -0.02     -0.39      0.00     -0.10      0.03      0.52     -0.04      0.19     -0.04
     15.09     -0.05     -0.65     -0.02     -0.13      0.21      0.61     -0.05      0.15     -0.11
     15.71     -0.08     -0.79     -0.04     -0.16      0.71      0.55     -0.13      0.15     -0.21
     16.33     -0.14     -0.34      0.04     -0.11      1.30      0.49     -0.05      0.15     -0.28
     16.96     -0.19     -0.06      0.21     -0.03      1.38      0.43      0.10      0.18     -0.27
     17.58     -0.25     -0.30      0.25      0.05      0.99      0.35      0.07      0.12     -0.32
     18.21     -0.30     -0.71      0.35      0.17      0.41      0.24     -0.09      0.08     -0.27
     18.84     -0.42     -0.80      0.27      0.19      0.06      0.27     -0.06      0.11     -0.18
     19.47     -0.52     -0.49      0.35      0.16     -0.02      0.18      0.06      0.14     -0.12
     20.11     -0.38     -0.41      0.23      0.02     -0.04      0.06      0.21      0.08     -0.07
     20.74     -0.06     -0.36      0.08      0.01      0.05     -0.01      0.26     -0.07     -0.03
     21.38      0.26     -0.29     -0.07     -0.09      0.00      0.07      0.23     -0.12      0.02
     22.02      0.34     -0.28     -0.20     -0.13      0.04      0.10      0.12     -0.20      0.09
     22.67      0.27     -0.24     -0.18     -0.10     -0.02      0.15      0.05     -0.08      0.07
     23.32      0.18     -0.19     -0.17     -0.08     -0.04      0.06      0.02     -0.07      0.10
     23.97      0.14     -0.06     -0.12      0.07      0.07      0.01     -0.02     -0.02      0.02
     24.62      0.10      0.08     -0.15      0.05      0.38     -0.14     -0.01     -0.08     -0.07
     25.28      0.06      0.35     -0.16      0.04      0.65     -0.09      0.06     -0.01     -0.07
     25.94      0.09      0.54     -0.14     -0.12      0.24     -0.10     -0.03     -0.01     -0.04
     26.61      0.19      0.37     -0.09      0.00     -0.30     -0.13     -0.10     -0.04      0.06
     27.28      0.20      0.06     -0.00      0.03     -0.27     -0.15      0.03     -0.21      0.12
     27.95      0.07     -0.05      0.08      0.02      0.19     -0.10      0.35     -0.24      0.11
     28.63     -0.05      0.05      0.11     -0.08      0.36      0.02      0.47     -0.19      0.05
     29.31     -0.07      0.14      0.03     -0.16      0.07      0.11      0.32     -0.09     -0.11
      30.0     -0.05      0.25     -0.09     -0.12     -0.08      0.18      0.21      0.05     -0.17
     30.69     -0.13      0.44     -0.14     -0.14     -0.01      0.23      0.17      0.06     -0.25
     31.39     -0.18      0.49     -0.04     -0.09      0.11      0.18     -0.08      0.00     -0.24
     32.09     -0.18      0.30      0.08     -0.12      0.13      0.05     -0.55      0.01     -0.10
      32.8     -0.22      0.02      0.14     -0.11     -0.01     -0.04     -0.81      0.06      0.10
     33.51     -0.38     -0.12      0.22      0.09     -0.19     -0.11     -0.68      0.12      0.29
     34.23     -0.46     -0.16      0.34      0.26     -0.18     -0.14     -0.39      0.09      0.40
     34.95     -0.42     -0.22      0.41      0.23     -0.05     -0.09     -0.21      0.05      0.49
     35.69     -0.34     -0.29      0.35      0.07      0.02      0.11     -0.13      0.07      0.52
     36.42     -0.25     -0.34      0.22     -0.03      0.05      0.40     -0.17      0.12      0.43
     37.17     -0.06     -0.39     -0.00      0.01      0.14      0.49     -0.27      0.13      0.25
     37.92      0.21     -0.50     -0.38      0.05      0.21      0.26     -0.22      0.06      0.10
     38.68      0.33     -0.66     -0.78      0.08      0.16     -0.04      0.01     -0.03      0.05
     39.45      0.15     -0.74     -0.85      0.07      0.06     -0.15      0.21     -0.04      0.05
     40.23     -0.06     -0.63     -0.56      0.04      0.03     -0.08      0.28      0.02      0.05
     41.01     -0.10     -0.43     -0.22      0.03      0.02     -0.01      0.25      0.06      0.01
     41.81      0.00     -0.30     -0.10      0.03     -0.04      0.01      0.27      0.06      0.02
     42.61     -0.01     -0.31     -0.12      0.01     -0.13      0.06      0.30      0.10      0.09
     43.41     -0.10     -0.33     -0.09     -0.00     -0.16      0.07      0.33      0.14      0.21
      44.2     -0.16     -0.30     -0.06      0.03     -0.08     -0.06      0.30      0.08      0.31
     44.99     -0.15     -0.21     -0.04      0.07      0.06     -0.18      0.19     -0.04      0.32
     45.78     -0.16     -0.09     -0.01      0.04      0.11     -0.19      0.06     -0.08      0.23
     46.57     -0.19      0.01      0.10     -0.01      0.07     -0.14      0.01     -0.01      0.09
     47.36     -0.11     -0.02      0.19     -0.07     -0.01     -0.10      0.04      0.04      0.02
     48.14      0.08     -0.14      0.19     -0.10     -0.06     -0.09      0.12      0.00      0.08
     48.92      0.26     -0.28      0.10     -0.14     -0.10     -0.12      0.21     -0.05      0.16
      49.7      0.29     -0.28     -0.01     -0.11     -0.15     -0.21      0.31     -0.03      0.17
     50.48      0.18     -0.16     -0.07     -0.01     -0.20     -0.38      0.39      0.02      0.15
     51.26      0.07     -0.04     -0.02      0.08     -0.19     -0.52      0.35      0.03      0.19
     52.03      0.07      0.00      0.08      0.10     -0.10     -0.58      0.18      0.01      0.22
      52.8      0.14     -0.04      0.13      0.05     -0.01     -0.52     -0.04      0.03      0.19
     53.57      0.18     -0.07      0.10      0.04      0.04     -0.39     -0.20      0.07      0.08
     54.34      0.13     -0.05      0.04      0.08      0.06     -0.25     -0.25      0.07      0.02
     55.11     -0.01      0.02      0.03      0.16      0.07     -0.17     -0.23      0.03      0.03
     55.87     -0.14      0.08      0.06      0.22      0.10     -0.18     -0.20     -0.03      0.11
     56.64     -0.20      0.06      0.09      0.25      0.12     -0.23     -0.17     -0.02      0.14
      57.4     -0.18     -0.02      0.06      0.27      0.08     -0.27     -0.10      0.07      0.12
     58.16     -0.13     -0.15     -0.01      0.28      0.00     -0.23      0.01      0.18      0.08
     58.92     -0.08     -0.26     -0.10      0.25     -0.04     -0.14      0.12      0.18      0.05
     59.68     -0.03     -0.33     -0.17      0.21     -0.01     -0.01      0.22      0.08      0.03
# CH5 Time dependent Ld (%)
#    PCLAT      PJ01      PJ03      PJ04      PJ05      PJ06      PJ07      PJ08      PJ09      PJ12
    -59.68     -0.29      0.29      0.12     -0.02     -0.13      0.25      0.10     -0.25     -0.06
    -58.92     -0.16      0.10      0.07      0.05     -0.07      0.22      0.09     -0.22     -0.04
    -58.16     -0.06     -0.04     -0.03      0.09      0.01      0.15      0.09     -0.14     -0.00
     -57.4      0.01     -0.09     -0.19      0.08      0.10      0.01      0.11     -0.04      0.04
    -56.64      0.01     -0.04     -0.37      0.02      0.20     -0.16      0.11      0.09      0.11
    -55.87      0.01      0.04     -0.55     -0.07      0.31     -0.37      0.10      0.17      0.17
    -55.11      0.01      0.11     -0.72     -0.17      0.41     -0.54      0.04      0.22      0.21
    -54.34      0.09      0.18     -0.87     -0.23      0.49     -0.65     -0.04      0.21      0.27
    -53.57      0.18      0.18     -0.97     -0.27      0.52     -0.69     -0.15      0.16      0.32
     -52.8      0.31      0.11     -0.99     -0.26      0.52     -0.64     -0.24      0.09      0.41
    -52.03      0.42      0.04     -0.91     -0.24      0.44     -0.54     -0.30      0.03      0.49
    -51.26      0.46      0.02     -0.73     -0.20      0.32     -0.39     -0.31      0.00      0.56
    -50.48      0.40     -0.01     -0.49     -0.17      0.15     -0.23     -0.30     -0.00      0.59
     -49.7      0.26     -0.04     -0.21     -0.13      0.01     -0.01     -0.25     -0.01      0.50
    -48.92      0.04     -0.04      0.01     -0.06     -0.10      0.22     -0.17     -0.04      0.33
    -48.14     -0.10     -0.01      0.13      0.06     -0.18      0.47     -0.06     -0.09      0.12
    -47.36     -0.15      0.04      0.14      0.18     -0.21      0.63      0.07     -0.20     -0.06
    -46.57     -0.03      0.06      0.04      0.24     -0.22      0.70      0.17     -0.35     -0.21
    -45.78      0.11      0.07     -0.05      0.23     -0.20      0.62      0.19     -0.48     -0.29
    -44.99      0.21      0.09     -0.07      0.13     -0.12      0.48      0.14     -0.51     -0.34
     -44.2      0.19      0.14      0.08     -0.01     -0.03      0.27      0.05     -0.42     -0.38
    -43.41      0.14      0.20      0.35     -0.14      0.09      0.08     -0.03     -0.26     -0.43
    -42.61      0.18      0.21      0.63     -0.23      0.14     -0.14     -0.06     -0.14     -0.42
    -41.81      0.26      0.10      0.76     -0.28      0.12     -0.36      0.01     -0.14     -0.29
    -41.01      0.33     -0.04      0.66     -0.29      0.00     -0.54      0.12     -0.20     -0.02
    -40.23      0.22     -0.14      0.45     -0.25     -0.16     -0.57      0.23     -0.20      0.23
    -39.45      0.06     -0.13      0.22     -0.19     -0.27     -0.39      0.28     -0.10      0.33
    -38.68     -0.07     -0.05      0.04     -0.17     -0.29     -0.09      0.30     -0.02      0.27
    -37.92     -0.09      0.02     -0.28     -0.23     -0.22      0.19      0.31     -0.07      0.18
    -37.17     -0.02      0.07     -0.71     -0.29     -0.22      0.33      0.34     -0.27      0.15
    -36.42     -0.02      0.15     -1.13     -0.27     -0.35      0.41      0.35     -0.40      0.17
    -35.69     -0.02      0.26     -1.25     -0.21     -0.55      0.47      0.31     -0.35      0.17
    -34.95     -0.07      0.35     -0.98     -0.19     -0.67      0.48      0.16     -0.16      0.16
    -34.23     -0.04      0.26     -0.44     -0.26     -0.62      0.39     -0.06     -0.09      0.16
    -33.51      0.05      0.09      0.06     -0.30     -0.41      0.33     -0.27     -0.24      0.16
     -32.8      0.17     -0.06      0.31     -0.31     -0.10      0.35     -0.37     -0.48      0.11
    -32.09      0.16     -0.02      0.35     -0.33      0.19      0.35     -0.21     -0.58     -0.01
    -31.39      0.09      0.09      0.24     -0.33      0.38      0.19      0.14     -0.49     -0.14
    -30.69      0.08      0.15      0.07     -0.20      0.32     -0.03      0.51     -0.35     -0.15
     -30.0      0.14      0.11     -0.15     -0.01      0.08     -0.09      0.58     -0.26     -0.06
    -29.31      0.14      0.09     -0.25      0.04     -0.13      0.06      0.24     -0.20      0.02
    -28.63      0.18      0.14     -0.24     -0.02     -0.10      0.25     -0.28     -0.13      0.02
    -27.95      0.31      0.16     -0.18     -0.06      0.07      0.35     -0.68     -0.12     -0.04
    -27.28      0.35      0.09     -0.13     -0.02      0.14      0.32     -0.66     -0.19     -0.03
    -26.61      0.17     -0.08     -0.06      0.03      0.06      0.21     -0.41     -0.19     -0.04
    -25.94      0.06     -0.18      0.08      0.05      0.01      0.13     -0.19     -0.05     -0.11
    -25.28      0.16     -0.19      0.13      0.01      0.08      0.13     -0.30      0.10     -0.19
    -24.62      0.19     -0.16      0.09      0.02      0.15      0.06     -0.60     -0.02     -0.15
    -23.97      0.03     -0.19      0.10      0.11      0.19     -0.26     -0.82     -0.24      0.00
    -23.32     -0.05     -0.25      0.08      0.19      0.21     -0.72     -0.73     -0.25      0.05
    -22.67      0.00     -0.20      0.10      0.24      0.17     -0.88     -0.52     -0.04     -0.03
    -22.02      0.09     -0.07      0.10      0.18      0.05     -0.67     -0.42      0.05     -0.16
    -21.38      0.08     -0.01      0.24      0.08      0.12     -0.35     -0.51      0.05     -0.17
    -20.74      0.06     -0.15      0.24      0.00      0.38     -0.06     -0.46      0.12     -0.19
    -20.11      0.09     -0.38      0.10     -0.12      0.52      0.09     -0.12      0.22     -0.19
    -19.47      0.15     -0.52     -0.15     -0.26     -0.00      0.02      0.37      0.10     -0.11
    -18.84      0.43     -0.27     -0.02     -0.39     -0.92     -0.29      0.64     -0.08      0.02
    -18.21      0.63      0.29      0.20     -0.50     -1.65     -0.72      0.44     -0.16      0.03
    -17.58      0.46      0.68      0.19     -0.36     -1.62     -0.78     -0.11     -0.04      0.02
    -16.96      0.03      0.56     -0.03     -0.25     -0.90     -0.24     -0.50      0.02      0.07
    -16.33     -0.32      0.29      0.08     -0.14     -0.37      0.55     -0.41     -0.06      0.17
    -15.71     -0.33      0.32      0.29     -0.11     -0.45      1.01      0.05     -0.19      0.23
    -15.09     -0.10      0.43      0.23     -0.27     -0.56      0.81      0.46     -0.25      0.22
    -14.48      0.11      0.24     -0.38     -0.24     -0.36      0.08      0.68     -0.20      0.20
    -13.86      0.17     -0.13     -0.60     -0.13      0.00     -0.70      0.66     -0.11      0.17
    -13.25      0.08     -0.19      0.17     -0.04     -0.09     -1.08      0.45     -0.06      0.19
    -12.64     -0.10     -0.07      1.12     -0.13     -0.45     -0.61      0.10      0.03      0.26
    -12.02     -0.29      0.14      1.73     -0.25     -0.35      0.11      0.01      0.06      0.29
    -11.42     -0.36      0.43      1.84     -0.17     -0.13      0.42      0.20     -0.06      0.26
    -10.81     -0.39      0.59      1.97     -0.02      0.08      0.22      0.54     -0.21      0.24
     -10.2     -0.21      0.46      1.76      0.03      0.10     -0.11      0.48     -0.33      0.24
     -9.59      0.09     -0.04      0.97     -0.24      0.06      0.07     -0.59     -0.37      0.27
     -8.99      0.44     -0.22      0.43     -0.41      0.08     -0.35     -2.25     -0.19      0.06
     -8.39      0.26      0.23      0.38     -0.33      0.72     -0.47     -2.65     -0.02     -0.20
     -7.78      0.32      0.44      0.33      0.04      1.00     -0.67     -1.61      0.19     -0.36
     -7.18      0.03      0.47      0.56      0.32      0.92      0.01     -0.33      0.26     -0.27
     -6.58     -0.06      0.32      0.69      0.23      0.02      0.19      0.09      0.21     -0.11
     -5.98     -0.40      0.47      0.81      0.16     -0.30      0.20     -0.06      0.20     -0.04
     -5.38     -0.23      0.46      0.19      0.04     -0.30     -0.15     -0.05      0.17      0.05
     -4.78      0.14      0.20     -0.27      0.08     -0.14     -0.09     -0.18      0.17      0.11
     -4.18      0.18      0.00     -0.19      0.02      0.11     -0.02     -0.27      0.06      0.08
     -3.58      0.24      0.03      0.07      0.08      0.15      0.10     -0.09     -0.05      0.03
     -2.99      0.15     -0.08      0.02     -0.06      0.16      0.12      0.10     -0.10     -0.11
     -2.39      0.16     -0.10     -0.03     -0.06      0.11      0.12      0.27     -0.05     -0.26
     -1.79      0.12     -0.02     -0.02     -0.13      0.27      0.06      0.14     -0.08     -0.34
     -1.19      0.22      0.06      0.12     -0.02      0.24      0.16     -0.07     -0.14     -0.42
      -0.6      0.33     -0.14      0.12      0.04     -0.02      0.30      0.11     -0.22     -0.27
       0.0      0.49     -0.43      0.04      0.13     -0.08      0.46      0.17     -0.26     -0.21
       0.6      0.63     -0.50     -0.14      0.04      0.03      0.33      0.05     -0.24     -0.08
      1.19      0.67     -0.40     -0.08      0.10      0.26      0.11     -0.31     -0.18     -0.05
      1.79      0.32     -0.43     -0.07     -0.05      0.34     -0.05     -0.42     -0.11     -0.03
      2.39      0.30     -0.49      0.14      0.02      0.45     -0.04     -0.52     -0.12      0.02
      2.99      0.27     -0.52      0.01     -0.12      0.41     -0.08     -0.75     -0.11     -0.07
      3.58      0.42     -0.46     -0.18     -0.08      0.44      0.00     -0.95     -0.03     -0.08
      4.18      0.30     -0.40     -0.34     -0.17      0.37     -0.14     -0.97     -0.01     -0.15
      4.78      0.38     -0.12      0.06     -0.15      0.51     -0.17     -0.97     -0.01     -0.18
      5.38      0.39      0.15      0.01     -0.38      0.57     -0.35     -1.37     -0.14     -0.29
      5.98      0.35      0.29      0.15     -0.15      0.68     -0.32     -1.85     -0.18     -0.36
      6.58     -0.06      0.32      0.43     -0.21      0.88     -0.34     -1.90     -0.21     -0.35
      7.18      0.14      0.47      1.31      0.01      0.51     -0.49     -0.58      0.01     -0.28
      7.78      0.09      0.21      0.70     -0.25      0.36     -0.04      1.47      0.24     -0.43
      8.39     -0.12      0.17     -0.16     -0.40     -1.39      0.14      2.14      0.54     -0.51
      8.99     -0.81      0.11     -0.61     -0.05     -0.62      0.48      2.56      0.40     -0.38
      9.59     -0.21      0.29      0.04     -0.19     -1.30      0.20      1.65      0.08     -0.29
      10.2      0.31      0.15      0.82      0.49      0.43     -0.15      2.24     -0.07     -0.15
     10.81      0.55     -0.15     -0.19      0.08     -0.37      0.00      1.45     -0.12     -0.33
     11.42      0.02     -0.25     -0.71      0.44      0.62      0.23      1.26      0.15     -0.24
     12.02     -0.09     -0.41     -0.84     -0.01      0.23      0.31      0.40     -0.02     -0.25
     12.64     -0.14     -0.78     -0.14      0.12      0.39      0.50     -0.18      0.02     -0.18
     13.25     -0.22     -0.65      0.47     -0.19      0.24     -0.07     -0.68     -0.07     -0.12
     13.86     -0.07     -0.47      0.01     -0.10      0.41      0.25     -0.57     -0.20     -0.07
     14.48      0.06     -0.70      0.12      0.00      0.44     -0.18     -0.12     -0.29     -0.06
     15.09      0.26     -1.12      0.07      0.29      0.08     -0.02     -0.12     -0.42      0.06
     15.71      0.20     -1.72      0.06      0.22     -0.77     -0.33     -0.22     -0.34      0.03
     16.33      0.36     -0.88     -0.10      0.28     -1.11     -0.34     -0.16     -0.39      0.08
     16.96      0.18     -0.44     -0.12      0.12     -0.85     -0.38      0.34     -0.31     -0.19
     17.58      0.30     -0.61     -0.19      0.16     -0.13     -0.17      0.21     -0.17     -0.23
     18.21      0.22     -1.21     -0.07     -0.04      0.12     -0.03      0.05      0.10     -0.21
     18.84      0.05     -1.55     -0.16      0.06     -0.07      0.12     -0.10      0.15     -0.07
     19.47     -0.26     -1.00      0.01     -0.02     -0.12      0.16     -0.02      0.16      0.04
     20.11     -0.16     -0.78      0.05      0.04     -0.03      0.07      0.01      0.00      0.00
     20.74      0.25     -0.57      0.10     -0.00     -0.06      0.12     -0.11      0.04      0.02
     21.38      0.48     -0.42      0.09      0.11     -0.12      0.07     -0.09      0.09      0.05
     22.02      0.23     -0.28      0.11      0.03     -0.09      0.01     -0.11      0.11      0.01
     22.67     -0.04     -0.12     -0.11      0.06      0.11      0.01     -0.05      0.13      0.05
